,Country,City,Overall_AQI_Value,Overall_AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM2.5_AQI_Value,PM2.5_AQI_Category,Latitude,Longitude,Continent
7412,China,Xinmin,69,Moderate,2,Good,69,Moderate,1,Good,50,Good,41.9952,122.8224,Asia
7413,Brazil,Volta Redonda,125,Unhealthy for Sensitive Groups,4,Good,2,Good,9,Good,125,Unhealthy for Sensitive Groups,-22.5228,-44.1039,South America
7414,Ukraine,Vyshhorod,39,Good,1,Good,39,Good,1,Good,37,Good,50.5833,30.4853,Europe
7415,United States,Wabash,62,Moderate,2,Good,22,Good,13,Good,62,Moderate,40.8034,-85.8301,North America
7416,Germany,Walsrode,63,Moderate,1,Good,40,Good,3,Good,63,Moderate,52.8667,9.5833,Europe
7417,Germany,Halstenbek,33,Good,0,Good,33,Good,1,Good,31,Good,53.6334,9.8372,Europe
7418,United States,Hanover Park,60,Moderate,2,Good,27,Good,14,Good,60,Moderate,41.9818,-88.1446,North America
7419,Japan,Hasuda,45,Good,1,Good,44,Good,4,Good,45,Good,35.9945,139.6624,Asia
7420,Germany,Hessisch Oldendorf,38,Good,0,Good,33,Good,1,Good,38,Good,52.1667,9.25,Europe
7421,United States,Goodyear,52,Moderate,1,Good,20,Good,9,Good,52,Moderate,33.2614,-112.3622,North America
7422,Italy,Gorgonzola,63,Moderate,1,Good,36,Good,4,Good,63,Moderate,45.5333,9.4,Europe
7423,Germany,Gotha,30,Good,0,Good,30,Good,1,Good,30,Good,50.9489,10.7183,Europe
7424,United Kingdom,Ilkeston,52,Moderate,1,Good,11,Good,12,Good,52,Moderate,52.971,-1.309,Europe
7425,Germany,Ilmenau,29,Good,0,Good,29,Good,1,Good,28,Good,50.6839,10.9194,Europe
7426,Russia,Ipatovo,40,Good,1,Good,40,Good,0,Good,23,Good,45.7167,42.9,Asia
7427,Brazil,Ituiutaba,25,Good,1,Good,10,Good,1,Good,25,Good,-18.9667,-49.4667,South America
7428,United States,Lake Wales,48,Good,1,Good,17,Good,11,Good,48,Good,27.9195,-81.5961,North America
7429,Brazil,Leme,67,Moderate,2,Good,9,Good,5,Good,67,Moderate,-22.1861,-47.3906,South America
7430,United States,Lilburn,60,Moderate,2,Good,34,Good,7,Good,60,Moderate,33.8897,-84.1364,North America
7431,United Kingdom,Litherland,27,Good,1,Good,25,Good,3,Good,27,Good,53.4727,-2.999,Europe
7432,United States,Little Elm,59,Moderate,1,Good,20,Good,6,Good,59,Moderate,33.1858,-96.9295,North America
7433,United Kingdom,London,40,Good,1,Good,11,Good,11,Good,40,Good,51.5072,-0.1275,Europe
7434,France,Lons,36,Good,1,Good,36,Good,1,Good,25,Good,43.315,-0.4108,Europe
7435,Belgium,Lubbeek,35,Good,1,Good,26,Good,3,Good,35,Good,50.8817,4.8414,Europe
7436,Estonia,Maardu,23,Good,1,Good,23,Good,7,Good,20,Good,59.4781,25.0161,Europe
7437,Thailand,Maha Sarakham,58,Moderate,0,Good,28,Good,0,Good,58,Moderate,16.1772,103.3008,Asia
7438,Belgium,Maldegem,32,Good,0,Good,32,Good,1,Good,31,Good,51.2,3.4333,Europe
7439,Italy,Manerbio,70,Moderate,1,Good,38,Good,4,Good,70,Moderate,45.3667,10.1333,Europe
7440,Brazil,Mantena,29,Good,1,Good,8,Good,2,Good,29,Good,-18.7819,-40.98,South America
7441,Russia,Kholmsk,33,Good,0,Good,33,Good,0,Good,7,Good,47.05,142.05,Asia
7442,Germany,Kirchlengern,36,Good,0,Good,27,Good,2,Good,36,Good,52.2,8.6331,Europe
7443,Congo,Kisangani,166,Unhealthy,6,Good,15,Good,3,Good,166,Unhealthy,0.5153,25.1911,Africa
7444,Niger,Kollo,39,Good,2,Good,18,Good,1,Good,39,Good,13.0167,1.8833,Africa
7445,Russia,Kotovsk,41,Good,1,Good,30,Good,1,Good,41,Good,52.5833,41.5167,Asia
7446,Mali,Koulikoro,52,Moderate,1,Good,10,Good,0,Good,52,Moderate,12.8833,-7.55,Africa
7447,Switzerland,Kriens,31,Good,1,Good,23,Good,2,Good,31,Good,47.0333,8.2833,Europe
7448,Poland,Kwidzyn,30,Good,1,Good,30,Good,1,Good,28,Good,53.7358,18.9308,Europe
7449,United States,La Quinta,58,Moderate,1,Good,37,Good,3,Good,58,Moderate,33.6536,-116.2785,North America
7450,Colombia,La Tebaida,93,Moderate,2,Good,0,Good,7,Good,93,Moderate,4.45,-75.8,South America
7451,Brazil,Lagarto,26,Good,0,Good,15,Good,1,Good,26,Good,-10.9169,-37.65,South America
7452,Brazil,Lagoa Vermelha,15,Good,0,Good,15,Good,0,Good,12,Good,-28.2089,-51.5258,South America
7453,Japan,Habikino,47,Good,1,Good,47,Good,0,Good,23,Good,34.55,135.6,Asia
7454,United States,Hammond,61,Moderate,1,Good,18,Good,6,Good,61,Moderate,41.6168,-87.4909,North America
7455,United States,Hamtramck,150,Unhealthy,4,Good,9,Good,25,Good,150,Unhealthy,42.3954,-83.0559,North America
7456,China,Hanchuan,163,Unhealthy,5,Good,163,Unhealthy,5,Good,157,Unhealthy,30.652,113.8274,Asia
7457,Denmark,Haslev,36,Good,0,Good,33,Good,0,Good,36,Good,55.3333,11.9667,Europe
7458,United States,Helena,23,Good,1,Good,16,Good,3,Good,23,Good,46.5965,-112.0202,North America
7459,Japan,Hikone,46,Good,1,Good,46,Good,0,Good,23,Good,35.2667,136.2667,Asia
7460,United States,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,40.8521,-73.3823,North America
7461,Brazil,Ibotirama,19,Good,0,Good,11,Good,1,Good,19,Good,-12.185,-43.2208,South America
7462,Thailand,Kamphaeng Phet,162,Unhealthy,1,Good,25,Good,0,Good,162,Unhealthy,16.4811,99.5222,Asia
7463,Uganda,Kapchorwa,69,Moderate,2,Good,27,Good,0,Good,69,Moderate,1.4,34.45,Africa
7464,Russia,Karasuk,32,Good,1,Good,32,Good,0,Good,25,Good,53.7167,78.05,Asia
7465,Sweden,Karlshamn,34,Good,1,Good,34,Good,0,Good,30,Good,56.1667,14.85,Europe
7466,Japan,Kashima,59,Moderate,1,Good,59,Moderate,0,Good,23,Good,35.9656,140.6448,Asia
7467,Belgium,Kasterlee,31,Good,0,Good,29,Good,2,Good,31,Good,51.25,4.95,Europe
7468,Japan,Katano,46,Good,1,Good,46,Good,0,Good,24,Good,34.7833,135.6833,Asia
7469,Israel,Kefar Yona,93,Moderate,1,Good,44,Good,7,Good,93,Moderate,32.3171,34.9358,Asia
7470,Canada,Kenora,54,Moderate,1,Good,34,Good,0,Good,54,Moderate,49.7667,-94.4833,North America
7471,Canada,Kentville,57,Moderate,1,Good,50,Good,0,Good,57,Moderate,45.0775,-64.4958,North America
7472,Netherlands,Kerkrade,35,Good,1,Good,22,Good,3,Good,35,Good,50.8667,6.0667,Europe
7473,Pakistan,Jacobabad,168,Unhealthy,1,Good,67,Moderate,1,Good,168,Unhealthy,28.2769,68.4514,Asia
7474,Somalia,Jilib,28,Good,0,Good,20,Good,0,Good,28,Good,0.5,42.7667,Africa
7475,South Sudan,Juba,51,Moderate,1,Good,22,Good,0,Good,51,Moderate,4.85,31.6,Africa
7476,Senegal,Kaffrine,151,Unhealthy,1,Good,26,Good,2,Good,151,Unhealthy,14.1014,-15.5432,Africa
7477,Japan,Kamo,41,Good,1,Good,41,Good,0,Good,30,Good,37.6663,139.0402,Asia
7478,Germany,Abensberg,54,Moderate,1,Good,38,Good,3,Good,54,Moderate,48.8,11.85,Europe
7479,Ivory Coast,Aboisso,55,Moderate,2,Good,23,Good,1,Good,55,Moderate,5.4667,-3.2,Africa
7480,Australia,Adelaide,44,Good,0,Good,24,Good,1,Good,44,Good,-34.9275,138.6,Oceania
7481,Romania,Adjud,36,Good,1,Good,36,Good,0,Good,16,Good,46.1,27.1797,Europe
7482,Italy,Agropoli,48,Good,1,Good,48,Good,0,Good,48,Good,40.35,14.9833,Europe
7483,United States,Albertville,69,Moderate,2,Good,35,Good,4,Good,69,Moderate,34.2633,-86.2108,North America
7484,Mexico,Aldama,94,Moderate,1,Good,18,Good,1,Good,94,Moderate,28.8386,-105.9111,North America
7485,Canada,Ingersoll,34,Good,1,Good,31,Good,3,Good,34,Good,43.0392,-80.8836,North America
7486,United Kingdom,Ipswich,31,Good,0,Good,31,Good,2,Good,12,Good,52.0594,1.1556,Europe
7487,Japan,Iwanuma,43,Good,1,Good,41,Good,1,Good,43,Good,38.1043,140.8702,Asia
7488,India,Jalor,198,Unhealthy,1,Good,34,Good,0,Good,198,Unhealthy,25.35,72.6167,Asia
7489,Poland,Jaworzno,85,Moderate,1,Good,41,Good,2,Good,85,Moderate,50.2044,19.27,Europe
7490,Guatemala,Jocotenango,126,Unhealthy for Sensitive Groups,3,Good,2,Good,11,Good,126,Unhealthy for Sensitive Groups,14.5868,-90.7444,North America
7491,Spain,Jumilla,32,Good,1,Good,32,Good,0,Good,20,Good,38.4792,-1.325,Europe
7492,Uganda,Kaberamaido,68,Moderate,2,Good,21,Good,0,Good,68,Moderate,1.7667,33.1522,Africa
7493,Tanzania,Kahama,15,Good,1,Good,15,Good,0,Good,15,Good,-3.8375,32.6,Africa
7494,Thailand,Kalasin,43,Good,1,Good,28,Good,0,Good,43,Good,16.4342,103.5092,Asia
7495,Ukraine,Kalush,54,Moderate,1,Good,31,Good,2,Good,54,Moderate,49.0442,24.3597,Europe
7496,Macedonia,Gostivar,52,Moderate,1,Good,41,Good,0,Good,52,Moderate,41.8,20.9167,Europe
7497,United States,Greenfield,50,Good,1,Good,29,Good,9,Good,50,Good,36.3242,-121.2428,North America
7498,Brazil,Guararema,159,Unhealthy,6,Good,1,Good,16,Good,159,Unhealthy,-23.415,-46.035,South America
7499,United States,Guttenberg,116,Unhealthy for Sensitive Groups,3,Good,11,Good,31,Good,116,Unhealthy for Sensitive Groups,40.7928,-74.0049,North America
7500,Zimbabwe,Gwanda,53,Moderate,2,Good,16,Good,1,Good,53,Moderate,-20.9389,29.0186,Africa
7501,Japan,Hagi,38,Good,1,Good,38,Good,0,Good,18,Good,34.4,131.4,Asia
7502,China,Hailin,62,Moderate,1,Good,42,Good,0,Good,62,Moderate,44.5735,129.3825,Asia
7503,Japan,Hakui,56,Moderate,1,Good,56,Moderate,1,Good,30,Good,36.8936,136.779,Asia
7504,United States,Hawaiian Gardens,97,Moderate,3,Good,6,Good,34,Good,97,Moderate,33.8304,-118.0728,North America
7505,United States,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,36.0133,-115.0381,North America
7506,Uruguay,Fray Bentos,38,Good,1,Good,14,Good,1,Good,38,Good,-33.1333,-58.3,South America
7507,Germany,Freising,51,Moderate,1,Good,43,Good,2,Good,51,Moderate,48.4028,11.7489,Europe
7508,Nigeria,Funtua,65,Moderate,2,Good,22,Good,1,Good,65,Moderate,11.5204,7.32,Africa
7509,China,Fuyang,149,Unhealthy for Sensitive Groups,3,Good,149,Unhealthy for Sensitive Groups,3,Good,132,Unhealthy for Sensitive Groups,32.8986,115.8045,Asia
7510,Sri Lanka,Galle,41,Good,0,Good,21,Good,0,Good,41,Good,6.0536,80.2117,Asia
7511,Sri Lanka,Gampola,54,Moderate,0,Good,18,Good,1,Good,54,Moderate,7.1647,80.5767,Asia
7512,Nigeria,Gashua,94,Moderate,2,Good,35,Good,1,Good,94,Moderate,12.8681,11.0464,Africa
7513,Italy,Gavardo,58,Moderate,2,Good,27,Good,6,Good,58,Moderate,45.5875,10.4389,Europe
7514,Germany,Gifhorn,35,Good,0,Good,35,Good,1,Good,28,Good,52.4886,10.5464,Europe
7515,Germany,Gilching,48,Good,1,Good,42,Good,2,Good,48,Good,48.1103,11.3011,Europe
7516,United States,Holladay,48,Good,1,Good,15,Good,11,Good,48,Good,40.66,-111.8226,North America
7517,United States,Hope Mills,55,Moderate,2,Good,35,Good,5,Good,55,Moderate,34.971,-78.9597,North America
7518,United States,Hopkinsville,66,Moderate,2,Good,43,Good,6,Good,66,Moderate,36.8381,-87.4775,North America
7519,Belarus,Horki,32,Good,1,Good,32,Good,0,Good,12,Good,54.2667,30.9833,Europe
7520,Russia,Iglino,41,Good,1,Good,31,Good,2,Good,41,Good,54.8385,56.4232,Asia
7521,Sri Lanka,Colombo,56,Moderate,0,Good,27,Good,0,Good,56,Moderate,6.9344,79.8428,Asia
7522,United States,Compton,117,Unhealthy for Sensitive Groups,4,Good,8,Good,35,Good,117,Unhealthy for Sensitive Groups,33.893,-118.2274,North America
7523,Brazil,Correia Pinto,18,Good,0,Good,18,Good,0,Good,14,Good,-27.585,-50.3608,South America
7524,United Kingdom,Coventry,30,Good,0,Good,30,Good,1,Good,25,Good,52.4081,-1.5106,Europe
7525,United States,Cranston,71,Moderate,1,Good,44,Good,5,Good,71,Moderate,41.7658,-71.4858,North America
7526,France,Cusset,39,Good,1,Good,29,Good,1,Good,39,Good,46.1344,3.4564,Europe
7527,Germany,Gladenbach,32,Good,1,Good,32,Good,3,Good,32,Good,50.7681,8.5828,Europe
7528,India,Gorakhpur,296,Very Unhealthy,3,Good,161,Unhealthy,1,Good,296,Very Unhealthy,26.7637,83.4039,Asia
7529,Russia,Gorokhovets,30,Good,1,Good,30,Good,0,Good,12,Good,56.2,42.7,Asia
7530,Germany,Goslar,38,Good,1,Good,38,Good,1,Good,25,Good,51.9072,10.43,Europe
7531,United States,Grand Terrace,79,Moderate,2,Good,9,Good,20,Good,79,Moderate,34.0312,-117.3132,North America
7532,United Kingdom,Grantham,29,Good,0,Good,29,Good,1,Good,28,Good,52.918,-0.638,Europe
7533,Brazil,Guanambi,13,Good,0,Good,11,Good,0,Good,13,Good,-14.2228,-42.7808,South America
7534,China,Guangyuan,158,Unhealthy,4,Good,157,Unhealthy,1,Good,158,Unhealthy,32.4353,105.8398,Asia
7535,Venezuela,Guatire,51,Moderate,1,Good,19,Good,3,Good,51,Moderate,10.4717,-66.5406,South America
7536,France,Franconville,50,Good,1,Good,19,Good,5,Good,50,Good,48.9889,2.2314,Europe
7537,United States,Franklin Lakes,52,Moderate,1,Good,44,Good,4,Good,52,Moderate,41.0086,-74.2083,North America
7538,Switzerland,Frauenfeld,41,Good,1,Good,27,Good,2,Good,41,Good,47.55,8.9,Europe
7539,United States,Fredonia,35,Good,1,Good,32,Good,4,Good,35,Good,5.9167,-75.6667,North America
7540,Mexico,Frontera,106,Unhealthy for Sensitive Groups,3,Good,20,Good,4,Good,106,Unhealthy for Sensitive Groups,26.926,-101.449,North America
7541,Lithuania,Garliava,46,Good,1,Good,33,Good,0,Good,46,Good,54.8167,23.8667,Europe
7542,Indonesia,Garut,69,Moderate,1,Good,33,Good,1,Good,69,Moderate,-7.2167,107.9,Asia
7543,Italy,Giaveno,39,Good,1,Good,30,Good,1,Good,39,Good,45.042,7.352,Europe
7544,Germany,Erkrath,33,Good,1,Good,33,Good,2,Good,30,Good,51.2239,6.9147,Europe
7545,United States,Escanaba,32,Good,1,Good,32,Good,1,Good,29,Good,45.7477,-87.09,North America
7546,Belgium,Esneux,43,Good,1,Good,26,Good,4,Good,43,Good,50.5333,5.5667,Europe
7547,United States,Evans,70,Moderate,2,Good,8,Good,13,Good,70,Moderate,33.5619,-82.1351,North America
7548,United States,Evansville,63,Moderate,2,Good,28,Good,14,Good,63,Moderate,37.9881,-87.5341,North America
7549,United States,Fair Lawn,56,Moderate,1,Good,43,Good,5,Good,56,Moderate,40.9359,-74.1177,North America
7550,United States,Fairland,54,Moderate,1,Good,43,Good,5,Good,54,Moderate,39.0803,-76.9527,North America
7551,Belgium,Florennes,41,Good,1,Good,23,Good,4,Good,41,Good,50.2514,4.6044,Europe
7552,Guatemala,Flores Costa Cuca,100,Unhealthy for Sensitive Groups,3,Good,13,Good,11,Good,100,Unhealthy for Sensitive Groups,14.65,-91.8167,North America
7553,Cambodia,Kampong Chhnang,21,Good,0,Good,16,Good,0,Good,21,Good,12.25,104.6667,Asia
7554,Russia,Kamyshlov,32,Good,1,Good,32,Good,0,Good,23,Good,56.8333,62.7167,Asia
7555,Indonesia,Karawang,124,Unhealthy for Sensitive Groups,3,Good,124,Unhealthy for Sensitive Groups,1,Good,91,Moderate,-6.3125,107.295,Asia
7556,Czechia,Karlovy Vary,68,Moderate,1,Good,33,Good,4,Good,68,Moderate,50.2306,12.8725,Europe
7557,Turkey,Kars,40,Good,0,Good,40,Good,0,Good,31,Good,40.6078,43.0958,Europe
7558,Bulgaria,Kavarna,44,Good,1,Good,44,Good,0,Good,41,Good,43.4333,28.3333,Europe
7559,Kyrgyzstan,Kemin,78,Moderate,0,Good,43,Good,0,Good,78,Moderate,42.7861,75.6917,Asia
7560,Finland,Kempele,31,Good,1,Good,31,Good,1,Good,11,Good,64.9125,25.5083,Europe
7561,Ireland,Drogheda,58,Moderate,1,Good,24,Good,4,Good,58,Moderate,53.715,-6.3525,Europe
7562,Russia,Dubovka,38,Good,1,Good,38,Good,0,Good,9,Good,49.05,44.8333,Asia
7563,Italy,Eboli,45,Good,1,Good,45,Good,1,Good,42,Good,40.6169,15.0564,Europe
7564,Colombia,El Copey,69,Moderate,2,Good,8,Good,4,Good,69,Moderate,10.15,-73.9667,South America
7565,Pakistan,Kundian,174,Unhealthy,3,Good,139,Unhealthy for Sensitive Groups,0,Good,174,Unhealthy,32.4522,71.4718,Asia
7566,Japan,Kurume,33,Good,1,Good,33,Good,1,Good,14,Good,33.3167,130.5167,Asia
7567,Dominican Republic,La Romana,125,Unhealthy for Sensitive Groups,1,Good,18,Good,2,Good,125,Unhealthy for Sensitive Groups,18.43,-68.97,North America
7568,Bangladesh,Khulna,53,Moderate,1,Good,29,Good,1,Good,53,Moderate,22.8167,89.55,Asia
7569,United Kingdom,Kingswood,32,Good,1,Good,23,Good,6,Good,32,Good,51.46,-2.505,Europe
7570,India,Kishanganj,62,Moderate,2,Good,42,Good,1,Good,62,Moderate,26.0794,87.9372,Asia
7571,Denmark,Kolding,38,Good,1,Good,38,Good,1,Good,38,Good,55.4917,9.5,Europe
7572,Bulgaria,Kostinbrod,83,Moderate,1,Good,46,Good,1,Good,83,Moderate,42.8167,23.2167,Europe
7573,Russia,Kovrov,52,Moderate,1,Good,28,Good,4,Good,52,Moderate,56.3683,41.3108,Asia
7574,Italy,Favara,52,Moderate,1,Good,34,Good,4,Good,52,Moderate,37.3186,13.6631,Europe
7575,Italy,Figline Valdarno,36,Good,1,Good,36,Good,2,Good,19,Good,43.6167,11.4667,Europe
7576,United States,Flagstaff,39,Good,1,Good,25,Good,2,Good,39,Good,35.1872,-111.6194,North America
7577,Russia,Progress,35,Good,1,Good,35,Good,0,Good,24,Good,40.2901,-76.8394,Asia
7578,India,Pulgaon,154,Unhealthy,0,Good,29,Good,0,Good,154,Unhealthy,20.726,78.317,Asia
7579,Philippines,Pulilan,63,Moderate,1,Good,23,Good,1,Good,63,Moderate,14.902,120.849,Asia
7580,Netherlands,Putten,35,Good,0,Good,34,Good,1,Good,35,Good,52.2667,5.6,Europe
7581,Iran,Qeshm,150,Unhealthy,1,Good,75,Moderate,0,Good,150,Unhealthy,26.9581,56.2719,Asia
7582,Germany,Radebeul,50,Good,1,Good,27,Good,4,Good,50,Good,51.1,13.65,Europe
7583,United States,Rancho Santa Margarita,68,Moderate,2,Good,13,Good,18,Good,68,Moderate,33.6318,-117.5988,North America
7584,Brazil,Raposos,111,Unhealthy for Sensitive Groups,3,Good,1,Good,9,Good,111,Unhealthy for Sensitive Groups,-19.9669,-43.8039,South America
7585,Germany,Raunheim,53,Moderate,1,Good,27,Good,3,Good,53,Moderate,50.0167,8.45,Europe
7586,Italy,Ravanusa,57,Moderate,2,Good,28,Good,6,Good,57,Moderate,37.2678,13.9697,Europe
7587,Spain,Reinosa,34,Good,1,Good,34,Good,1,Good,15,Good,43.0019,-4.1378,Europe
7588,India,Rewa,190,Unhealthy,1,Good,51,Moderate,0,Good,190,Unhealthy,24.53,81.3,Asia
7589,South Africa,Richards Bay,61,Moderate,1,Good,24,Good,1,Good,61,Moderate,-28.7694,32.0594,Africa
7590,Portugal,Rio Tinto,28,Good,0,Good,28,Good,2,Good,21,Good,41.178,-8.56,Europe
7591,Colombia,Rionegro,71,Moderate,2,Good,7,Good,6,Good,71,Moderate,6.1535,-75.3743,South America
7592,United States,Rutland,54,Moderate,2,Good,9,Good,5,Good,54,Moderate,43.6092,-72.9783,North America
7593,Colombia,Salamina,65,Moderate,2,Good,6,Good,5,Good,65,Moderate,5.4083,-75.49,South America
7594,Latvia,Salaspils,55,Moderate,1,Good,31,Good,1,Good,55,Moderate,56.8667,24.35,Europe
7595,Thailand,Sam Phran,55,Moderate,1,Good,24,Good,0,Good,55,Moderate,13.727,100.2153,Asia
7596,Poland,Sanok,77,Moderate,1,Good,39,Good,0,Good,77,Moderate,49.55,22.2167,Europe
7597,Germany,Schwalmstadt,48,Good,1,Good,25,Good,3,Good,48,Good,50.9333,9.2167,Europe
7598,Indonesia,Serang,195,Unhealthy,4,Good,195,Unhealthy,3,Good,161,Unhealthy,-6.12,106.1503,Asia
7599,China,Shangrao,142,Unhealthy for Sensitive Groups,4,Good,142,Unhealthy for Sensitive Groups,2,Good,100,Unhealthy for Sensitive Groups,28.4419,117.9633,Asia
7600,Moldova,Orhei,44,Good,1,Good,36,Good,0,Good,44,Good,47.3833,28.8167,Europe
7601,Brazil,Ortigueira,33,Good,1,Good,12,Good,1,Good,33,Good,-24.2078,-50.9489,South America
7602,United States,Ottumwa,51,Moderate,1,Good,36,Good,3,Good,51,Moderate,41.0195,-92.4186,North America
7603,Nigeria,Owerri,141,Unhealthy for Sensitive Groups,8,Good,16,Good,7,Good,141,Unhealthy for Sensitive Groups,5.4833,7.0333,Africa
7604,Colombia,Pailitas,53,Moderate,1,Good,6,Good,1,Good,53,Moderate,8.9667,-73.6333,South America
7605,Italy,Palombara Sabina,44,Good,1,Good,44,Good,3,Good,37,Good,42.0667,12.7667,Europe
7606,Germany,Papenburg,36,Good,0,Good,36,Good,0,Good,34,Good,53.0667,7.4,Europe
7607,Poland,Parczew,53,Moderate,1,Good,37,Good,1,Good,53,Moderate,51.6333,22.8667,Europe
7608,United States,Parkersburg,36,Good,2,Good,36,Good,3,Good,28,Good,39.2623,-81.542,North America
7609,Germany,Pasewalk,34,Good,0,Good,34,Good,1,Good,32,Good,53.5,14.0,Europe
7610,India,Patharia,184,Unhealthy,1,Good,39,Good,0,Good,184,Unhealthy,23.8992,79.1939,Asia
7611,Ukraine,Pidhorodne,39,Good,1,Good,39,Good,2,Good,13,Good,48.5737,35.0966,Europe
7612,United States,Pinole,56,Moderate,1,Good,13,Good,18,Good,56,Moderate,37.9931,-122.2833,North America
7613,Spain,Pinos Puente,24,Good,1,Good,24,Good,2,Good,16,Good,37.25,-3.75,Europe
7614,Bulgaria,Plovdiv,46,Good,1,Good,41,Good,1,Good,46,Good,42.15,24.75,Europe
7615,Philippines,Polomolok,41,Good,1,Good,17,Good,0,Good,41,Good,6.2167,125.0667,Asia
7616,United States,Pompano Beach,78,Moderate,2,Good,12,Good,12,Good,78,Moderate,26.2428,-80.1312,North America
7617,Australia,Port Augusta,25,Good,0,Good,23,Good,1,Good,25,Good,-32.4925,137.7658,Oceania
7618,Japan,Shizukuishi,28,Good,1,Good,28,Good,1,Good,16,Good,39.6963,140.9758,Asia
7619,Ukraine,Shostka,36,Good,1,Good,36,Good,0,Good,13,Good,51.8657,33.4766,Europe
7620,Kazakhstan,Shymkent,74,Moderate,1,Good,46,Good,0,Good,74,Moderate,42.3167,69.5958,Asia
7621,Germany,Siegen,49,Good,1,Good,26,Good,3,Good,49,Good,50.8833,8.0167,Europe
7622,Honduras,Siguatepeque,71,Moderate,1,Good,5,Good,3,Good,71,Moderate,14.6,-87.8333,North America
7623,Brazil,Sobradinho,19,Good,1,Good,12,Good,1,Good,19,Good,-9.455,-40.8228,South America
7624,Thailand,Nong Khai,49,Good,0,Good,26,Good,0,Good,49,Good,17.8681,102.7444,Asia
7625,United States,North Charleston,53,Moderate,1,Good,31,Good,7,Good,53,Moderate,32.9067,-80.0722,North America
7626,Russia,Novaya Lyalya,51,Moderate,1,Good,30,Good,0,Good,51,Moderate,59.0667,60.6,Asia
7627,Russia,Novoshakhtinsk,38,Good,1,Good,38,Good,1,Good,12,Good,47.7667,39.9167,Asia
7628,United Kingdom,Oldham,30,Good,1,Good,30,Good,3,Good,29,Good,53.5444,-2.1169,Europe
7629,Italy,Soliera,101,Unhealthy for Sensitive Groups,2,Good,27,Good,9,Good,101,Unhealthy for Sensitive Groups,44.7381,10.9245,Europe
7630,Italy,Sora,43,Good,1,Good,42,Good,1,Good,43,Good,41.7167,13.6167,Europe
7631,Brazil,Soure,52,Moderate,1,Good,16,Good,0,Good,52,Moderate,-0.7169,-48.5228,South America
7632,United States,South Daytona,61,Moderate,1,Good,24,Good,8,Good,61,Moderate,29.1657,-81.0055,North America
7633,United States,South Euclid,45,Good,1,Good,45,Good,4,Good,34,Good,41.524,-81.5245,North America
7634,Russia,Sovetsk,34,Good,1,Good,33,Good,0,Good,34,Good,55.0808,21.8864,Asia
7635,South Africa,Stilfontein,175,Unhealthy,10,Good,17,Good,13,Good,175,Unhealthy,-26.8428,26.7744,Africa
7636,China,Suihua,100,Unhealthy for Sensitive Groups,2,Good,72,Moderate,1,Good,100,Unhealthy for Sensitive Groups,46.6384,126.9808,Asia
7637,Angola,Sumbe,58,Moderate,2,Good,14,Good,1,Good,58,Moderate,-11.2053,13.8417,Africa
7638,United States,Joppatowne,57,Moderate,1,Good,44,Good,4,Good,57,Moderate,39.4181,-76.3516,North America
7639,Guatemala,Jutiapa,82,Moderate,3,Good,5,Good,10,Good,82,Moderate,14.2917,-89.8958,North America
7640,Ukraine,Kalanchak,41,Good,1,Good,40,Good,0,Good,41,Good,46.2581,33.2843,Europe
7641,India,Kalugumalai,52,Moderate,1,Good,29,Good,0,Good,52,Moderate,9.1494,77.7057,Asia
7642,Russia,Istra,47,Good,1,Good,30,Good,3,Good,47,Good,55.9167,36.8667,Asia
7643,Brazil,Itaperuna,57,Moderate,2,Good,0,Good,5,Good,57,Moderate,-21.205,-41.8878,South America
7644,Brazil,Ivoti,55,Moderate,1,Good,13,Good,4,Good,55,Moderate,-29.5908,-51.1608,South America
7645,India,Jalalabad,500,Hazardous,1,Good,48,Good,1,Good,500,Hazardous,35.88,74.493,Asia
7646,United Kingdom,Jarrow,34,Good,0,Good,30,Good,1,Good,34,Good,54.9814,-1.49,Europe
7647,India,Jasdan,155,Unhealthy,0,Good,33,Good,0,Good,155,Unhealthy,22.03,71.2,Asia
